system,phase,case_name,gpu_count,repetition,status,simulation_ms,compute_ms,communication_ms,throughput_circuit_s,speedup,parallel_efficiency,p2p_bytes,host_staged_bytes,checksum,artifact_path
atlas,smoke,sc26_jch_nq3_nm2_c4,1,0,ok,58.4214,0.491808,0,,,,0,,1,experiments/results/distributed_8xH800/phase-a-final/atlas/smoke/g1/sc26_jch_nq3_nm2_c4/r0/result.json
atlas,smoke,sc26_jch_nq4_nm2_c8,1,0,ok,57.1936,1.7368,0,,,,0,,1,experiments/results/distributed_8xH800/phase-a-final/atlas/smoke/g1/sc26_jch_nq4_nm2_c8/r0/result.json
atlas,smoke,sc26_qaoa_nm1_c4,1,0,ok,61.3737,1.05238,0,,,,0,,1,experiments/results/distributed_8xH800/phase-a-final/atlas/smoke/g1/sc26_qaoa_nm1_c4/r0/result.json
atlas,smoke,sc26_qaoa_nm2_c8,1,0,ok,67.8608,0.937824,0,,,,0,,1,experiments/results/distributed_8xH800/phase-a-final/atlas/smoke/g1/sc26_qaoa_nm2_c8/r0/result.json
atlas,smoke,sc26_qft_nq3_c4,1,0,ok,50.7771,0.728288,0,,,,0,,1.0606601717798207,experiments/results/distributed_8xH800/phase-a-final/atlas/smoke/g1/sc26_qft_nq3_c4/r0/result.json
atlas,smoke,sc26_qft_nq5_c8,1,0,ok,66.4954,0.879008,0,,,,0,,0.3749999999999997,experiments/results/distributed_8xH800/phase-a-final/atlas/smoke/g1/sc26_qft_nq5_c8/r0/result.json
atlas,smoke,sc26_transfer_CVtoDV_nq2_c4,1,0,ok,33.7709,0.980704,0,,,,0,,1.4999999999999996,experiments/results/distributed_8xH800/phase-a-final/atlas/smoke/g1/sc26_transfer_CVtoDV_nq2_c4/r0/result.json
atlas,smoke,sc26_transfer_CVtoDV_nq4_c8,1,0,ok,37.6143,1.71654,0,,,,0,,0.5303300858899104,experiments/results/distributed_8xH800/phase-a-final/atlas/smoke/g1/sc26_transfer_CVtoDV_nq4_c8/r0/result.json
atlas,smoke,sc26_transfer_DVtoCV_nq2_c4,1,0,ok,34.9982,1.08707,0,,,,0,,1.4999999999999996,experiments/results/distributed_8xH800/phase-a-final/atlas/smoke/g1/sc26_transfer_DVtoCV_nq2_c4/r0/result.json
atlas,smoke,sc26_transfer_DVtoCV_nq4_c8,1,0,ok,49.7742,1.84288,0,,,,0,,0.5303300858899104,experiments/results/distributed_8xH800/phase-a-final/atlas/smoke/g1/sc26_transfer_DVtoCV_nq4_c8/r0/result.json
atlas,smoke,sc26_vqe_nq3_nm2_c4,1,0,ok,51.7483,0.881056,0,,,,0,,1,experiments/results/distributed_8xH800/phase-a-final/atlas/smoke/g1/sc26_vqe_nq3_nm2_c4/r0/result.json
atlas,smoke,sc26_vqe_nq4_nm2_c8,1,0,ok,50.9226,2.04141,0,,,,0,,1,experiments/results/distributed_8xH800/phase-a-final/atlas/smoke/g1/sc26_vqe_nq4_nm2_c8/r0/result.json
atlas,smoke,sc26_jch_nq3_nm2_c4,2,0,ok,1418.71,2.1153,0.0648,,,,4096,,1,experiments/results/distributed_8xH800/phase-a-final/atlas/smoke/g2/sc26_jch_nq3_nm2_c4/r0/result.json
atlas,smoke,sc26_jch_nq4_nm2_c8,2,0,ok,1434.75,3.95363,0.072096,,,,32768,,1,experiments/results/distributed_8xH800/phase-a-final/atlas/smoke/g2/sc26_jch_nq4_nm2_c8/r0/result.json
atlas,smoke,sc26_qaoa_nm1_c4,2,0,ok,1278.01,1.09773,0.090432,,,,384,,1,experiments/results/distributed_8xH800/phase-a-final/atlas/smoke/g2/sc26_qaoa_nm1_c4/r0/result.json
atlas,smoke,sc26_qaoa_nm2_c8,2,0,ok,2217.7,2.04147,0.118944,,,,4096,,1,experiments/results/distributed_8xH800/phase-a-final/atlas/smoke/g2/sc26_qaoa_nm2_c8/r0/result.json
atlas,smoke,sc26_qft_nq3_c4,2,0,ok,1617.12,2.7849,0.070528,,,,1024,,1.0606601717798207,experiments/results/distributed_8xH800/phase-a-final/atlas/smoke/g2/sc26_qft_nq3_c4/r0/result.json
atlas,smoke,sc26_qft_nq5_c8,2,0,ok,1385.88,3.6408,0.080096,,,,8192,,0.3749999999999997,experiments/results/distributed_8xH800/phase-a-final/atlas/smoke/g2/sc26_qft_nq5_c8/r0/result.json
atlas,smoke,sc26_transfer_CVtoDV_nq2_c4,2,0,ok,1289.41,1.35581,0.0704,,,,512,,1.4999999999999996,experiments/results/distributed_8xH800/phase-a-final/atlas/smoke/g2/sc26_transfer_CVtoDV_nq2_c4/r0/result.json
atlas,smoke,sc26_transfer_CVtoDV_nq4_c8,2,0,ok,1287.17,2.79264,0.067296,,,,4096,,0.5303300858899104,experiments/results/distributed_8xH800/phase-a-final/atlas/smoke/g2/sc26_transfer_CVtoDV_nq4_c8/r0/result.json
atlas,smoke,sc26_transfer_DVtoCV_nq2_c4,2,0,ok,1372.66,1.94893,0.068256,,,,512,,1.4999999999999996,experiments/results/distributed_8xH800/phase-a-final/atlas/smoke/g2/sc26_transfer_DVtoCV_nq2_c4/r0/result.json
atlas,smoke,sc26_transfer_DVtoCV_nq4_c8,2,0,ok,1502.6,2.67942,0.071136,,,,4096,,0.5303300858899104,experiments/results/distributed_8xH800/phase-a-final/atlas/smoke/g2/sc26_transfer_DVtoCV_nq4_c8/r0/result.json
atlas,smoke,sc26_vqe_nq3_nm2_c4,2,0,ok,1643.5,1.48605,0.088608,,,,4096,,1,experiments/results/distributed_8xH800/phase-a-final/atlas/smoke/g2/sc26_vqe_nq3_nm2_c4/r0/result.json
